ts,market_id,market_title,deadline,user,bet_amount,outcome,odds_yes_estimate,date
2025-08-15 01:40:00,2,Travis album drop before Dec?,2025-09-24,0xd41b573cc022d2e464a9a9a2bb45b9ffe1c0daf4,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 01:43:00,4,Ye IG ban this month?,2025-09-09,0xee4c23ddf3e02c3ccdea9e6867bf53a3670deefe,3.3,0,0.43093583207576824,2025-08-15
2025-08-15 01:45:00,4,Ye IG ban this month?,2025-09-09,0xa201e21cec7400be8ac72a15f0438dec42f50d20,9.92,1,0.43093583207576824,2025-08-15
2025-08-15 01:46:00,4,Ye IG ban this month?,2025-09-09,0xabed77742404663a5f528f87f12657f208e3b70f,13.89,1,0.43093583207576824,2025-08-15
2025-08-15 01:59:00,4,Ye IG ban this month?,2025-09-09,0x49a93e069f94d36aba3a8cbe68e266c775208725,4.45,0,0.43093583207576824,2025-08-15
2025-08-15 02:02:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xeed8219389bf57cf26b3ed204f7b7a5f0a5c4575,2.71,1,0.41126145626624194,2025-08-15
2025-08-15 02:03:00,4,Ye IG ban this month?,2025-09-09,0x952961ab12ac56a2b5773483163727aab25dc764,133.33,0,0.43093583207576824,2025-08-15
2025-08-15 02:17:00,5,Ice Spice x Tyler live performance?,2025-09-14,0x3dad16fe2bda2133078b8dd2afd178d210490b88,1.0,0,0.43610364193881473,2025-08-15
2025-08-15 02:26:00,2,Travis album drop before Dec?,2025-09-24,0x0ef2d856c57c6f616c0ede0c5275cb01d635b7d1,6.39,0,0.5174541399940887,2025-08-15
2025-08-15 02:35:00,4,Ye IG ban this month?,2025-09-09,0x00f531b3cf0c0e77a340160bfe0dc9c5538aec34,1.4,1,0.43093583207576824,2025-08-15
2025-08-15 02:52:00,4,Ye IG ban this month?,2025-09-09,0x070ad3498226a31664453de53d894d9d072dbf45,1.0,0,0.43093583207576824,2025-08-15
2025-08-15 02:52:00,2,Travis album drop before Dec?,2025-09-24,0x1a416361ac10607d06bf6362789b3bde407e369d,15.43,0,0.5174541399940887,2025-08-15
2025-08-15 03:00:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x5529b5cfe36b3db03d09f97f3510fcaf6dcf3ddb,2.15,0,0.41126145626624194,2025-08-15
2025-08-15 03:01:00,4,Ye IG ban this month?,2025-09-09,0xf5281581e9da39b7780e2c74125278935ea07c2d,3.78,0,0.43093583207576824,2025-08-15
2025-08-15 03:01:00,2,Travis album drop before Dec?,2025-09-24,0xf852281dcf410199cbd71742efc2eea691282302,1.6,1,0.5174541399940887,2025-08-15
2025-08-15 03:05:00,2,Travis album drop before Dec?,2025-09-24,0x97bd0c3abae6c9eaf5bb73f67f2ae3d99e0d2b02,1.2,1,0.5174541399940887,2025-08-15
2025-08-15 03:09:00,2,Travis album drop before Dec?,2025-09-24,0xfaad38646c78b171781afd131de4ad8b0db02cbc,1.26,0,0.5174541399940887,2025-08-15
2025-08-15 03:15:00,2,Travis album drop before Dec?,2025-09-24,0x0c5665d2bf24b7182257c2a177e020ce02820460,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 03:16:00,4,Ye IG ban this month?,2025-09-09,0x712e816f5d5abf15faf124d34626d5ab71335dca,13.52,0,0.43093583207576824,2025-08-15
2025-08-15 03:17:00,2,Travis album drop before Dec?,2025-09-24,0x45ef970de23cb16c0cd3ee9cd82a03e24e619bf5,6.91,1,0.5174541399940887,2025-08-15
2025-08-15 03:21:00,4,Ye IG ban this month?,2025-09-09,0x19556c13dbc64e55788c6004309cba700403ac81,1.0,0,0.43093583207576824,2025-08-15
2025-08-15 03:22:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x570f5cd34b2f29b9160e65c56084fa4d621c5c07,11.14,0,0.41126145626624194,2025-08-15
2025-08-15 03:32:00,4,Ye IG ban this month?,2025-09-09,0x5d628489953b01631c50ae8b02bc93dc055d58da,1.68,1,0.43093583207576824,2025-08-15
2025-08-15 03:32:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x365c72f297716044deac01c03dff2f5f00c4de69,1.0,1,0.41126145626624194,2025-08-15
2025-08-15 03:35:00,2,Travis album drop before Dec?,2025-09-24,0xfaad38646c78b171781afd131de4ad8b0db02cbc,81.49,1,0.5174541399940887,2025-08-15
2025-08-15 03:35:00,2,Travis album drop before Dec?,2025-09-24,0x6280ca995beaad3b91e26faa7b406a851d9e10d0,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 03:38:00,4,Ye IG ban this month?,2025-09-09,0x7f5a37537e0b5565c46d1806244468e843f04fe7,6.73,0,0.43093583207576824,2025-08-15
2025-08-15 03:40:00,4,Ye IG ban this month?,2025-09-09,0xa6464035088690b1560e16afd61bea193758e9d1,38.86,0,0.43093583207576824,2025-08-15
2025-08-15 03:46:00,2,Travis album drop before Dec?,2025-09-24,0xf8151e69e6e5615ebb18c15d5e632c17a61540e4,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 03:47:00,4,Ye IG ban this month?,2025-09-09,0x0f58fc778e556691bd87afdf421044acf0984ab1,1.58,0,0.43093583207576824,2025-08-15
2025-08-15 03:58:00,2,Travis album drop before Dec?,2025-09-24,0xb942a303a23ea95364c18e9bff3cd4e87e2ff4ec,104.32,1,0.5174541399940887,2025-08-15
2025-08-15 04:00:00,4,Ye IG ban this month?,2025-09-09,0xc3b44b606ac1df4c4bc36ce8931f33eac90116bb,4.81,0,0.43093583207576824,2025-08-15
2025-08-15 04:02:00,4,Ye IG ban this month?,2025-09-09,0xe57fb8c3dc6c45ac62b9ea8a29330c38b802c3ce,5.35,0,0.43093583207576824,2025-08-15
2025-08-15 04:10:00,2,Travis album drop before Dec?,2025-09-24,0x2286ef400ce576ecc0288a5ed2af2e316ca2e5b3,2.64,0,0.5174541399940887,2025-08-15
2025-08-15 04:14:00,4,Ye IG ban this month?,2025-09-09,0x1184765d073ef6cb6e629277d95baeaf91a1d7b6,1.52,0,0.43093583207576824,2025-08-15
2025-08-15 04:16:00,2,Travis album drop before Dec?,2025-09-24,0xe57fb8c3dc6c45ac62b9ea8a29330c38b802c3ce,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 04:17:00,2,Travis album drop before Dec?,2025-09-24,0x5d6c6b14e354065f587566e5df8e70db212aeae8,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 04:22:00,2,Travis album drop before Dec?,2025-09-24,0x018de3ac324b71ced1101891977d1fbb3074b713,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 04:28:00,2,Travis album drop before Dec?,2025-09-24,0x64895f3046f2a5112d35fc0df4b5d85e3bb96ced,3.26,1,0.5174541399940887,2025-08-15
2025-08-15 04:40:00,2,Travis album drop before Dec?,2025-09-24,0x7542a05625a128edfc2469bded7ca79df2290a02,5.67,1,0.5174541399940887,2025-08-15
2025-08-15 04:42:00,4,Ye IG ban this month?,2025-09-09,0xa201e21cec7400be8ac72a15f0438dec42f50d20,2.21,0,0.43093583207576824,2025-08-15
2025-08-15 04:43:00,4,Ye IG ban this month?,2025-09-09,0x7542a05625a128edfc2469bded7ca79df2290a02,1.0,0,0.43093583207576824,2025-08-15
2025-08-15 05:05:00,2,Travis album drop before Dec?,2025-09-24,0x9042df2b007b7042e8da6381aa0d8b8dbec0f22a,6.21,1,0.5174541399940887,2025-08-15
2025-08-15 05:20:00,2,Travis album drop before Dec?,2025-09-24,0x7e26a6e5dc66941de4f1c1dbc2fb2cac19dedf5f,3.86,1,0.5174541399940887,2025-08-15
2025-08-15 05:26:00,4,Ye IG ban this month?,2025-09-09,0xc0fad2f9194ad52e280ae8678beaa78c52b87350,9.63,0,0.43093583207576824,2025-08-15
2025-08-15 05:36:00,4,Ye IG ban this month?,2025-09-09,0x1184765d073ef6cb6e629277d95baeaf91a1d7b6,4.19,0,0.43093583207576824,2025-08-15
2025-08-15 05:39:00,4,Ye IG ban this month?,2025-09-09,0xaec718422d24929921ce8c05d94ad5787b5bb514,11.48,1,0.43093583207576824,2025-08-15
2025-08-15 05:42:00,4,Ye IG ban this month?,2025-09-09,0x070ad3498226a31664453de53d894d9d072dbf45,2.24,0,0.43093583207576824,2025-08-15
2025-08-15 06:00:00,4,Ye IG ban this month?,2025-09-09,0x6280ca995beaad3b91e26faa7b406a851d9e10d0,38.49,0,0.43093583207576824,2025-08-15
2025-08-15 06:03:00,2,Travis album drop before Dec?,2025-09-24,0xbc6406cd0837d7bd2a772eb3263cb6c9b591a8c2,1.18,0,0.5174541399940887,2025-08-15
2025-08-15 06:09:00,4,Ye IG ban this month?,2025-09-09,0x25c7f4063cd82ecc890d0c249fdc03b6161ca227,1.0,0,0.43093583207576824,2025-08-15
2025-08-15 06:14:00,2,Travis album drop before Dec?,2025-09-24,0xed4964882b43e77f1dcefec13f2e549a7fb5cc9d,2.67,0,0.5174541399940887,2025-08-15
2025-08-15 06:14:00,2,Travis album drop before Dec?,2025-09-24,0x7e26a6e5dc66941de4f1c1dbc2fb2cac19dedf5f,2.9,1,0.5174541399940887,2025-08-15
2025-08-15 06:28:00,2,Travis album drop before Dec?,2025-09-24,0x10ad8f55ed5b1856bdeed9c533de3e5ab53a8a95,1.9,1,0.5174541399940887,2025-08-15
2025-08-15 06:29:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x379ae1b8b4846e70aff2e10f5e6e7fac67d33c15,1.0,1,0.41126145626624194,2025-08-15
2025-08-15 06:31:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xd37e4a8357d17c7e3247fc0366f8bba8c3769a02,23.26,0,0.41126145626624194,2025-08-15
2025-08-15 06:33:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xdddbd4e6762f8d11526807c8c709c18aebf03ecc,1.0,1,0.41126145626624194,2025-08-15
2025-08-15 06:38:00,4,Ye IG ban this month?,2025-09-09,0xc07d933f8ae011cdb3f33524343fd6f2d0242f92,75.85,0,0.43093583207576824,2025-08-15
2025-08-15 06:41:00,2,Travis album drop before Dec?,2025-09-24,0xdedd1659f10a0e1c579bb973f2272a56ebc7129a,2.97,1,0.5174541399940887,2025-08-15
2025-08-15 06:43:00,2,Travis album drop before Dec?,2025-09-24,0x003d541c24fe2f0fe5114fb7a3eda80f5a312b9d,7.45,1,0.5174541399940887,2025-08-15
2025-08-15 06:58:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x1b6bb4dffd65d4523810275b15d967b3247f2466,1.0,0,0.41126145626624194,2025-08-15
2025-08-15 07:00:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x70a000bcf0a0faeec6b3462267d61b39ca83d60f,8.62,0,0.41126145626624194,2025-08-15
2025-08-15 07:11:00,4,Ye IG ban this month?,2025-09-09,0x99dda956e4a43f541ca9ee4e0534a114cc646e9e,1.0,0,0.43093583207576824,2025-08-15
2025-08-15 07:15:00,2,Travis album drop before Dec?,2025-09-24,0x30cd0af11795b0531003c2d4720940aadd529282,6.69,1,0.5174541399940887,2025-08-15
2025-08-15 07:17:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x55060a8db3d71a92e42a605834ed072f678e5310,6.44,1,0.41126145626624194,2025-08-15
2025-08-15 07:18:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x49a93e069f94d36aba3a8cbe68e266c775208725,33.5,0,0.41126145626624194,2025-08-15
2025-08-15 07:19:00,4,Ye IG ban this month?,2025-09-09,0x39580e278452f01726a62911c657bd8a20978e35,1.0,1,0.43093583207576824,2025-08-15
2025-08-15 07:39:00,2,Travis album drop before Dec?,2025-09-24,0xf8151e69e6e5615ebb18c15d5e632c17a61540e4,3.22,1,0.5174541399940887,2025-08-15
2025-08-15 07:42:00,4,Ye IG ban this month?,2025-09-09,0x7a9ba05bee09fdbdc30173c0f7ec50b5d77f234b,19.17,0,0.43093583207576824,2025-08-15
2025-08-15 07:49:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xfd78fbbf12efe25a14432403f1bfcd029a8f549b,5.62,1,0.41126145626624194,2025-08-15
2025-08-15 07:50:00,2,Travis album drop before Dec?,2025-09-24,0x26918971f9d0b64bd226e817daaf9afb846546a7,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 07:52:00,2,Travis album drop before Dec?,2025-09-24,0x7c0300fa78b02690587e70a67f1fb9a2a5843797,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 07:52:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x69fe99c09d6bc6327e235f4127049693e94dfe7b,13.68,1,0.41126145626624194,2025-08-15
2025-08-15 07:58:00,4,Ye IG ban this month?,2025-09-09,0x4a573d5f54bbabea98ce54394422e280c36926e0,6.61,0,0.43093583207576824,2025-08-15
2025-08-15 08:03:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xe7e61df2638763e0bf80b497e12ded95779b8b13,12.98,0,0.41126145626624194,2025-08-15
2025-08-15 08:12:00,5,Ice Spice x Tyler live performance?,2025-09-14,0xfe7afeed80009ffffb3adde639f8a2628fa6b657,1.3,0,0.43610364193881473,2025-08-15
2025-08-15 08:14:00,2,Travis album drop before Dec?,2025-09-24,0xeed8219389bf57cf26b3ed204f7b7a5f0a5c4575,9.67,1,0.5174541399940887,2025-08-15
2025-08-15 08:16:00,4,Ye IG ban this month?,2025-09-09,0x444697594426b208b4c87d7195ad0dc970dc8fa0,1.19,0,0.43093583207576824,2025-08-15
2025-08-15 08:23:00,2,Travis album drop before Dec?,2025-09-24,0x78c90ff441b9db3038be263039186ed6dfd3e487,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 08:29:00,4,Ye IG ban this month?,2025-09-09,0xf889fd3883c052ffae4d9b31782452c0d13dd70d,31.99,0,0.43093583207576824,2025-08-15
2025-08-15 08:35:00,4,Ye IG ban this month?,2025-09-09,0xc11fbb29318553623368e5a284e3f0d3d19609a9,13.41,0,0.43093583207576824,2025-08-15
2025-08-15 08:40:00,3,TikTok sound hits 100k in 7 days?,2025-08-22,0x4697c112250e17ea9d36efeccc12a74b7a21298e,1.9,1,0.4905739365126912,2025-08-15
2025-08-15 08:41:00,4,Ye IG ban this month?,2025-09-09,0xe47801cb13b0469f075e4c1e9a7ea44cab0c5b67,1.0,0,0.43093583207576824,2025-08-15
2025-08-15 08:51:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x5529b5cfe36b3db03d09f97f3510fcaf6dcf3ddb,30.3,1,0.41126145626624194,2025-08-15
2025-08-15 09:02:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0x469b6bfccca7a0597c94c180c899971d3d149ee5,1.0,1,0.41126145626624194,2025-08-15
2025-08-15 09:09:00,4,Ye IG ban this month?,2025-09-09,0x8de319abf1810c02330ccc378eb4a407450724f1,15.56,1,0.43093583207576824,2025-08-15
2025-08-15 09:17:00,4,Ye IG ban this month?,2025-09-09,0x9724fb03cda5870393ef5177a5f2effa6c0dcf89,18.12,1,0.43093583207576824,2025-08-15
2025-08-15 09:19:00,4,Ye IG ban this month?,2025-09-09,0x8dc5f55ea207fd75396760a369433baa86e01d0f,1.91,0,0.43093583207576824,2025-08-15
2025-08-15 09:24:00,4,Ye IG ban this month?,2025-09-09,0x71e5c9ff5adc02cf69a4a286de67ea131876a760,9.67,1,0.43093583207576824,2025-08-15
2025-08-15 09:25:00,2,Travis album drop before Dec?,2025-09-24,0x0270fcfcc9b179ccf29dce7a0bc8af83b190224c,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 09:36:00,2,Travis album drop before Dec?,2025-09-24,0x532eb0e2623a41bd6829ce8c4df1f7922ada7df7,4.24,1,0.5174541399940887,2025-08-15
2025-08-15 09:45:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xf750803dc136083b5301e331e011e3d2b16755bf,1.94,0,0.41126145626624194,2025-08-15
2025-08-15 09:48:00,4,Ye IG ban this month?,2025-09-09,0x36fedaa03ad89423fd05443a4843d61e1b85f6a0,3.14,1,0.43093583207576824,2025-08-15
2025-08-15 09:52:00,2,Travis album drop before Dec?,2025-09-24,0x33d6561806dd225e7f28248910d281fb0d92cb78,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 09:56:00,2,Travis album drop before Dec?,2025-09-24,0xb942a303a23ea95364c18e9bff3cd4e87e2ff4ec,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 10:10:00,4,Ye IG ban this month?,2025-09-09,0x7e26a6e5dc66941de4f1c1dbc2fb2cac19dedf5f,1.0,1,0.43093583207576824,2025-08-15
2025-08-15 10:14:00,2,Travis album drop before Dec?,2025-09-24,0x570f5cd34b2f29b9160e65c56084fa4d621c5c07,2.46,0,0.5174541399940887,2025-08-15
2025-08-15 10:18:00,4,Ye IG ban this month?,2025-09-09,0xc65fb918466df11a2c5485f90f8fb16d1c41fd34,1.0,0,0.43093583207576824,2025-08-15
2025-08-15 10:19:00,4,Ye IG ban this month?,2025-09-09,0xc3b44b606ac1df4c4bc36ce8931f33eac90116bb,2.57,0,0.43093583207576824,2025-08-15
2025-08-15 10:31:00,4,Ye IG ban this month?,2025-09-09,0x904c5e3841df7d41f5fe267446ee144c6f85942d,15.96,1,0.43093583207576824,2025-08-15
2025-08-15 10:32:00,4,Ye IG ban this month?,2025-09-09,0x3f4010640868506fe19301e4f2ff9fb02bec2590,110.23,1,0.43093583207576824,2025-08-15
2025-08-15 10:45:00,2,Travis album drop before Dec?,2025-09-24,0xabed77742404663a5f528f87f12657f208e3b70f,2.83,1,0.5174541399940887,2025-08-15
2025-08-15 10:47:00,4,Ye IG ban this month?,2025-09-09,0xb9d1fa8dbfc9deeaa2dbee09e56a212c1b93a285,9.0,1,0.43093583207576824,2025-08-15
2025-08-15 10:57:00,2,Travis album drop before Dec?,2025-09-24,0x7abc91ce95ddb6cef336e00a5219c94d46ff7ca4,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 10:57:00,2,Travis album drop before Dec?,2025-09-24,0x5040ffd94c7c3cf4998db88ea4ba81b4f28d4709,2.86,0,0.5174541399940887,2025-08-15
2025-08-15 11:00:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xf498f11a63f25a4753b56133be69e08cead4f988,19.55,1,0.41126145626624194,2025-08-15
2025-08-15 11:02:00,2,Travis album drop before Dec?,2025-09-24,0x1e7a1f2e40dd5ee4f0df5296a0e3e9e2b886fa50,17.28,1,0.5174541399940887,2025-08-15
2025-08-15 11:11:00,4,Ye IG ban this month?,2025-09-09,0x886ce4970d9ef92ea0905e663630577d4a33f98a,10.27,1,0.43093583207576824,2025-08-15
2025-08-15 11:27:00,2,Travis album drop before Dec?,2025-09-24,0x81265c48612e4dfeffb519c4c21147f7cee9b006,6.32,0,0.5174541399940887,2025-08-15
2025-08-15 11:31:00,4,Ye IG ban this month?,2025-09-09,0x15611170efd0bb5b3651d873bafc7de97d024879,25.58,0,0.43093583207576824,2025-08-15
2025-08-15 11:31:00,2,Travis album drop before Dec?,2025-09-24,0xf2a02f7dc280a91c3f9e22d1b469fe259adee17a,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 11:40:00,2,Travis album drop before Dec?,2025-09-24,0x79c775f17c784f2a8fa643a6467dd821e46a29ee,1.14,1,0.5174541399940887,2025-08-15
2025-08-15 11:49:00,2,Travis album drop before Dec?,2025-09-24,0xe59122e390667585957893590b8405a1ee92cfd8,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 12:02:00,5,Ice Spice x Tyler live performance?,2025-09-14,0xa8104e50e0ae3cb40c56adf5b6fc7bc921443a2e,8.73,0,0.43610364193881473,2025-08-15
2025-08-15 12:07:00,4,Ye IG ban this month?,2025-09-09,0x379ae1b8b4846e70aff2e10f5e6e7fac67d33c15,1.84,0,0.43093583207576824,2025-08-15
2025-08-15 12:12:00,5,Ice Spice x Tyler live performance?,2025-09-14,0x7c0300fa78b02690587e70a67f1fb9a2a5843797,1.89,0,0.43610364193881473,2025-08-15
2025-08-15 12:23:00,5,Ice Spice x Tyler live performance?,2025-09-14,0x48bfe32886da89ea438366ac6cd6dca145846dfe,12.06,0,0.43610364193881473,2025-08-15
2025-08-15 12:24:00,2,Travis album drop before Dec?,2025-09-24,0x0979c1c72db56897669167b5fccb86b442382430,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 12:26:00,4,Ye IG ban this month?,2025-09-09,0x7f7cedcbcb0ba9bbac2753b6a408e41295015fc1,1.26,1,0.43093583207576824,2025-08-15
2025-08-15 12:35:00,4,Ye IG ban this month?,2025-09-09,0x4b17e80df258d92c8f35ad4faa7cb2b4241640ae,7.35,0,0.43093583207576824,2025-08-15
2025-08-15 12:44:00,2,Travis album drop before Dec?,2025-09-24,0x4a573d5f54bbabea98ce54394422e280c36926e0,8.54,1,0.5174541399940887,2025-08-15
2025-08-15 12:45:00,2,Travis album drop before Dec?,2025-09-24,0xc65fb918466df11a2c5485f90f8fb16d1c41fd34,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 12:53:00,2,Travis album drop before Dec?,2025-09-24,0xcaeb07cab2e1af0026172edf3d8174fd5fd81a11,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 12:53:00,2,Travis album drop before Dec?,2025-09-24,0x8de319abf1810c02330ccc378eb4a407450724f1,8.35,1,0.5174541399940887,2025-08-15
2025-08-15 12:56:00,4,Ye IG ban this month?,2025-09-09,0x9aa6f2009b6840c41cf9ec4d8798ddf185484002,1.0,1,0.43093583207576824,2025-08-15
2025-08-15 13:11:00,2,Travis album drop before Dec?,2025-09-24,0xdd82566bc0f5cfddcd3001572455c9c040d8bd95,7.17,1,0.5174541399940887,2025-08-15
2025-08-15 13:19:00,4,Ye IG ban this month?,2025-09-09,0x9a9fc36ca88c889d3983dbebdb632600d1c392e5,5.11,1,0.43093583207576824,2025-08-15
2025-08-15 13:20:00,2,Travis album drop before Dec?,2025-09-24,0x2c5c8e0cd8e293af0ed20e0fd192393d011cbf85,10.44,1,0.5174541399940887,2025-08-15
2025-08-15 13:31:00,2,Travis album drop before Dec?,2025-09-24,0x33d6561806dd225e7f28248910d281fb0d92cb78,3.47,1,0.5174541399940887,2025-08-15
2025-08-15 13:33:00,2,Travis album drop before Dec?,2025-09-24,0x1b6bb4dffd65d4523810275b15d967b3247f2466,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 13:37:00,2,Travis album drop before Dec?,2025-09-24,0x4a573d5f54bbabea98ce54394422e280c36926e0,6.8,1,0.5174541399940887,2025-08-15
2025-08-15 13:38:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xda4469175e7a3948a26481407beb5df7fcad829d,1.42,0,0.41126145626624194,2025-08-15
2025-08-15 13:42:00,2,Travis album drop before Dec?,2025-09-24,0x8cab43bd25f9961852172c9b543a18d5792f5145,10.67,0,0.5174541399940887,2025-08-15
2025-08-15 13:43:00,1,Nicki surprise collab by Oct 31?,2025-09-04,0xe09f3e43c1b8598d5b964977ba9e0a377342128e,1.0,1,0.41126145626624194,2025-08-15
2025-08-15 14:02:00,4,Ye IG ban this month?,2025-09-09,0x2286ef400ce576ecc0288a5ed2af2e316ca2e5b3,3.9,0,0.43093583207576824,2025-08-15
2025-08-15 14:14:00,5,Ice Spice x Tyler live performance?,2025-09-14,0x9724fb03cda5870393ef5177a5f2effa6c0dcf89,42.91,0,0.43610364193881473,2025-08-15
2025-08-15 14:19:00,2,Travis album drop before Dec?,2025-09-24,0x570f5cd34b2f29b9160e65c56084fa4d621c5c07,3.92,0,0.5174541399940887,2025-08-15
2025-08-15 14:20:00,2,Travis album drop before Dec?,2025-09-24,0xf498f11a63f25a4753b56133be69e08cead4f988,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 14:21:00,5,Ice Spice x Tyler live performance?,2025-09-14,0x007421561abc136d64afe88721e6bec1ed072788,13.5,1,0.43610364193881473,2025-08-15
2025-08-15 14:22:00,2,Travis album drop before Dec?,2025-09-24,0x62b8ee86748b3e0dd184f02d25d352e26d34f08f,1.04,1,0.5174541399940887,2025-08-15
2025-08-15 14:24:00,4,Ye IG ban this month?,2025-09-09,0x39580e278452f01726a62911c657bd8a20978e35,1.0,1,0.43093583207576824,2025-08-15
2025-08-15 14:25:00,2,Travis album drop before Dec?,2025-09-24,0x225d27e75089d9acaf833b201ed920b6104c271a,1.0,0,0.5174541399940887,2025-08-15
2025-08-15 14:30:00,4,Ye IG ban this month?,2025-09-09,0xee4c23ddf3e02c3ccdea9e6867bf53a3670deefe,5.33,0,0.43093583207576824,2025-08-15
2025-08-15 14:35:00,2,Travis album drop before Dec?,2025-09-24,0x599af6f569ffaee10765a15d0567000400c1d286,1.0,1,0.5174541399940887,2025-08-15
2025-08-15 14:47:00,2,Travis album drop before Dec?,2025-09-24,0xdf57fcdb521476c386f08a2b8aafd1ef328134c4,1.0,1,0.5174541399940887,2025-08-15
